#   ZZ   NN   Mcal    Esh alpha2 alpha4 alpha6
   88  197 334.32  -2.86   .075   .050   .004
   88  198 341.42  -2.77   .080   .049  -.001
   88  199 349.93  -2.73   .082   .047  -.001
   88  200 357.12  -2.67   .087   .044  -.006
   89   98  61.99  -2.17   .154   .058  -.012
   89   99  58.53  -2.07   .159   .049  -.017
   89  100  53.71  -1.98   .162   .041  -.016
   89  101  50.71  -1.83   .164   .035  -.017
   89  102  46.36  -1.69   .167   .030  -.017
   89  103  43.73  -1.56   .171   .022  -.026
   89  104  39.82  -1.38   .170   .010  -.028
   89  105  37.66  -1.17   .170   .010  -.018
   89  106  34.16   -.97   .168  -.003  -.021
   89  107  32.39   -.74   .168  -.003  -.012
   89  108  29.23   -.58   .162  -.022  -.015
   89  109  27.74   -.44   .150  -.041  -.012
   89  110  24.95   -.29   .092   .017  -.018
   89  111  23.41   -.55   .089   .012  -.016
   89  112  20.53   -.84   .089   .010  -.020
   89  113  19.33  -1.11   .080   .010  -.017
   89  114  16.81  -1.40   .076   .005  -.014
   89  115  15.79  -1.82   .071   .009  -.021
   89  116  13.46  -2.26   .068   .002  -.018
   89  117  12.78  -2.67   .062  -.002  -.012
   89  118  10.77  -3.12   .057  -.006  -.008
   89  119  10.29  -3.65   .053  -.009  -.005
   89  120   8.48  -4.23   .048  -.013  -.003
   89  121   8.20  -4.87   .042  -.018   .000
   89  122   6.64  -5.52   .037  -.019   .002
   89  123   6.70  -6.11   .026  -.014   .003
   89  124   5.36  -6.85   .003  0.000   .000
   89  125   5.46  -7.70   .008  0.000  -.001
   89  126   4.47  -8.39   .003  0.000   .000
   89  127   6.80  -7.29   .010   .009   .003
   89  128   7.74  -6.35   .020   .018   .009
   89  129  10.03  -5.57   .028   .023   .004
   89  130  10.84  -5.04   .038   .033   .012
   89  131  13.10  -4.57   .046   .034   .009
   89  132  13.87  -4.36   .056   .046   .015
   89  133  15.92  -4.36   .068   .060   .027
   89  134  16.73  -4.38   .080   .066   .021
   89  135  18.96  -4.46   .087   .063   .013
   89  136  19.93  -4.59   .089   .071   .016
   89  137  22.55  -4.54   .091   .069   .017
   89  138  24.27  -4.18   .097   .067   .014
   89  139  27.27  -4.00   .100   .065   .011
   89  140  29.11  -3.76   .107   .067   .009
   89  141  32.36  -3.57   .110   .062   .003
   89  142  34.41  -3.38   .114   .060   .000
   89  143  37.87  -3.21   .119   .059  -.002
   89  144  40.11  -3.08   .123   .054  -.006
   89  145  43.82  -2.89   .127   .051  -.010
   89  146  46.23  -2.81   .130   .046  -.013
   89  147  50.13  -2.66   .133   .042  -.014
   89  148  52.82  -2.54   .134   .037  -.016
   89  149  56.97  -2.35   .138   .032  -.017
   89  150  59.94  -2.18   .137   .028  -.016
   89  151  64.33  -1.98   .139   .019  -.018
   89  152  67.55  -1.77   .136   .012  -.013
   89  153  72.07  -1.64   .135   .007  -.012
   89  154  75.43  -1.51   .135   .001  -.011
   89  155  80.14  -1.40   .136  -.004  -.010
   89  156  83.70  -1.29   .132  -.008  -.007
   89  157  88.60  -1.19   .132  -.015  -.008
   89  158  92.33  -1.10   .130  -.020  -.005
   89  159  97.42  -1.01   .129  -.025  -.004
   89  160 101.10  -1.18   .037  -.022   .005
   89  161 105.96  -1.51   .037  -.021   .005
   89  162 109.65  -1.87   .016  -.013   .007
   89  163 114.41  -2.49   .008  -.006   .002
   89  164 117.89  -3.25   .002  0.000  0.000
   89  165 123.19  -3.51   .008   .005   .002
   89  166 127.34  -3.80   .013   .007   .000
   89  167 132.78  -4.10   .017   .004  -.005
   89  168 137.20  -4.30   .020   .003  -.003
   89  169 142.90  -4.51   .022   .001   .000
   89  170 147.52  -4.70   .025  -.001  -.001
   89  171 153.39  -4.92   .028  -.003  -.002
   89  172 158.18  -5.11   .033  -.001  -.001
   89  173 164.18  -5.36   .033  -.007  -.002
   89  174 169.13  -5.57   .034  -.009  -.002
   89  175 175.36  -5.77   .037  -.009   .000
   89  176 180.45  -6.00   .041  -.011  -.002
   89  177 186.79  -6.25   .039  -.016   .000
   89  178 192.12  -6.41   .035  -.016  0.000
   89  179 198.77  -6.51   .031  -.015   .001
   89  180 204.37  -6.57   .025  -.013   .001
   89  181 211.22  -6.62   .018  -.008   .000
   89  182 216.90  -6.76   .011  -.004  -.002
   89  183 223.77  -6.94   .007  -.003   .000
   89  184 229.56  -7.13   .002  0.000   .000
   89  185 237.77  -6.12   .008   .008   .006
   89  186 244.76  -5.27   .013   .011   .001
   89  187 252.89  -4.49   .018   .013   .000
   89  188 259.87  -3.79   .024   .016   .000
   89  189 267.95  -3.21   .030   .021   .002
   89  190 274.69  -2.90   .039   .038   .017
   89  191 282.59  -2.64   .047   .043   .019
   89  192 289.27  -2.54   .083   .048   .009
   89  193 297.01  -2.58   .079   .048   .009
   89  194 303.69  -2.62   .083   .050   .008
   89  195 311.57  -2.65   .083   .050   .007
   89  196 318.42  -2.66   .083   .048   .002
   89  197 326.45  -2.67   .084   .050   .002
   89  198 333.44  -2.68   .083   .048   .001
   89  199 341.62  -2.68   .083   .048  -.001
   89  200 348.76  -2.68   .088   .046  -.007
   90  100  62.73  -2.35   .163   .043  -.018
   90  101  59.67  -2.22   .168   .039  -.020
   90  102  54.86  -2.08   .169   .028  -.024
   90  103  52.24  -1.91   .170   .021  -.025
   90  104  47.93  -1.68   .169   .017  -.017
   90  105  45.71  -1.49   .172   .013  -.018
   90  106  41.80  -1.26   .172   .003  -.021
   90  107  40.02  -1.01   .172   .003  -.012
   90  108  36.50   -.77   .178   .007  -.009
   90  109  35.07   -.54   .182   .003  -.011
   90  110  31.90   -.33   .141  -.040  -.009
   90  111  30.34   -.58   .090   .014  -.018
   90  112  27.08   -.82   .089   .012  -.022
   90  113  25.91  -1.03   .090  0.000  -.020
   90  114  23.01  -1.27   .081   .001  -.016
   90  115  22.08  -1.58   .074   .002  -.016
   90  116  19.40  -1.93   .072  -.004  -.019
   90  117  18.75  -2.29   .066  -.007  -.013
   90  118  16.39  -2.67   .061  -.011  -.009
   90  119  15.93  -3.15   .056  -.014  -.005
   90  120  13.76  -3.67   .051  -.018  -.002
   90  121  13.53  -4.23   .044  -.022   .002
   90  122  11.59  -4.84   .036  -.020   .002
   90  123  11.58  -5.49   .026  -.014   .003
   90  124   9.81  -6.25   .002  -.001   .000
   90  125   9.87  -7.11   .008  0.000  -.001
   90  126   8.46  -7.82   .003  0.000   .000
   90  127  10.77  -6.72   .010   .008   .003
   90  128  11.31  -5.77   .020   .017   .009
   90  129  13.61  -4.96   .026   .020   .002
   90  130  13.98  -4.47   .038   .035   .013
   90  131  16.21  -4.01   .046   .035   .009
   90  132  16.58  -3.80   .056   .045   .015
   90  133  18.59  -3.83   .068   .060   .027
   90  134  18.99  -3.87   .086   .062   .016
   90  135  21.08  -4.07   .092   .065   .015
   90  136  21.70  -4.16   .095   .068   .013
   90  137  24.15  -4.26   .095   .069   .013
   90  138  25.10  -4.28   .099   .071   .013
   90  139  28.04  -4.15   .102   .073   .014
   90  140  29.49  -3.92   .106   .063   .008
   90  141  32.67  -3.78   .110   .061   .002
   90  142  34.26  -3.67   .115   .061   .001
   90  143  37.72  -3.49   .119   .058  -.003
   90  144  39.57  -3.36   .122   .053  -.006
   90  145  43.28  -3.16   .127   .050  -.007
   90  146  45.32  -3.08   .129   .047  -.011
   90  147  49.19  -2.95   .133   .042  -.014
   90  148  51.52  -2.82   .135   .039  -.016
   90  149  55.60  -2.69   .139   .034  -.018
   90  150  58.17  -2.55   .140   .030  -.021
   90  151  62.64  -2.25   .136   .020  -.016
   90  152  65.50  -2.05   .136   .017  -.014
   90  153  70.03  -1.90   .137   .010  -.014
   90  154  73.07  -1.73   .138   .004  -.013
   90  155  77.82  -1.57   .134  -.003  -.011
   90  156  81.02  -1.45   .136  -.008  -.011
   90  157  85.96  -1.31   .133  -.014  -.008
   90  158  89.35  -1.21   .132  -.017  -.009
   90  159  94.44  -1.11   .131  -.023  -.008
   90  160  98.06   -.99   .129  -.029  -.004
   90  161 102.96  -1.27   .023  -.014   .004
   90  162 106.21  -1.72   .016  -.009   .003
   90  163 110.93  -2.37   .008  -.004   .002
   90  164 114.05  -3.15   .002  0.000  0.000
   90  165 119.36  -3.39   .007   .006   .001
   90  166 123.16  -3.69   .013   .006  -.002
   90  167 128.62  -3.97   .015   .001  -.004
   90  168 132.69  -4.17   .016  -.002  -.001
   90  169 138.43  -4.35   .019  -.006  -.002
   90  170 142.74  -4.50   .022  -.005   .000
   90  171 148.67  -4.65   .024  -.007  0.000
   90  172 153.15  -4.82   .026  -.009   .000
   90  173 159.22  -5.01   .027  -.010   .000
   90  174 163.83  -5.22   .027  -.011   .000
   90  175 170.03  -5.44   .027  -.011   .000
   90  176 174.82  -5.65   .027  -.011  0.000
   90  177 181.20  -5.85   .027  -.011   .000
   90  178 186.15  -6.07   .027  -.011   .000
   90  179 192.68  -6.29   .028  -.013   .001
   90  180 197.83  -6.47   .025  -.014   .002
   90  181 204.67  -6.53   .018  -.008   .000
   90  182 210.03  -6.67   .010  0.000  -.002
   90  183 216.90  -6.85   .007  -.003   .000
   90  184 222.39  -7.02   .002  0.000   .000
   90  185 230.59  -6.03   .007   .006   .004
   90  186 237.30  -5.13   .012   .006  -.001
   90  187 245.47  -4.32   .016   .005  -.004
   90  188 252.20  -3.55   .024   .015   .000
   90  189 260.27  -2.98   .031   .024   .004
   90  190 266.76  -2.62   .038   .034   .011
   90  191 274.62  -2.40   .046   .043   .019
   90  192 280.92  -2.36   .090   .047   .010
   90  193 288.68  -2.38   .091   .047   .009
   90  194 295.05  -2.42   .090   .048   .007
   90  195 302.94  -2.45   .093   .046   .004
   90  196 309.44  -2.51   .089   .047   .004
   90  197 317.45  -2.55   .091   .047  -.001
   90  198 324.10  -2.59   .091   .045  -.002
   90  199 332.27  -2.60   .090   .044  -.005
   90  200 339.09  -2.62   .091   .044  -.005
   91  101  70.66  -2.61   .166   .033  -.027
   91  102  65.82  -2.46   .169   .028  -.025
   91  103  62.81  -2.24   .169   .024  -.023
   91  104  58.43  -2.04   .170   .017  -.022
   91  105  55.76  -1.87   .174   .010  -.025
   91  106  51.85  -1.59   .179   .009  -.027
   91  107  49.65  -1.33   .173   .004  -.012
   91  108  46.09  -1.10   .178   .003  -.014
   91  109  44.24   -.84   .181   .001  -.012
   91  110  41.01   -.66   .211   .031  -.009
   91  111  39.40   -.52   .215   .026  -.002
   91  112  36.06   -.82   .095   .007  -.026
   91  113  34.49  -1.00   .090   .001  -.020
   91  114  31.63  -1.17   .086  -.004  -.020
   91  115  30.39  -1.36   .084  -.012  -.014
   91  116  27.78  -1.62   .077  -.014  -.016
   91  117  26.75  -1.93   .069  -.012  -.013
   91  118  24.43  -2.24   .065  -.020  -.005
   91  119  23.56  -2.72   .059  -.018  -.003
   91  120  21.42  -3.18   .054  -.022   .000
   91  121  20.88  -3.64   .047  -.024   .004
   91  122  18.96  -4.20   .035  -.018   .003
   91  123  18.52  -4.87   .026  -.014   .005
   91  124  16.62  -5.72   .002  -.001   .000
   91  125  16.27  -6.60   .008  0.000  -.001
   91  126  14.81  -7.32   .003  0.000   .000
   91  127  16.75  -6.20   .009   .006   .000
   91  128  17.25  -5.26   .020   .017   .008
   91  129  19.09  -4.52   .029   .026   .011
   91  130  19.48  -3.97   .038   .035   .013
   91  131  21.21  -3.62   .048   .044   .018
   91  132  21.61  -3.36   .056   .048   .018
   91  133  23.24  -3.37   .068   .059   .026
   91  134  23.57  -3.45   .074   .062   .020
   91  135  25.34  -3.60   .092   .063   .015
   91  136  25.94  -3.69   .095   .067   .012
   91  137  27.87  -3.92   .102   .064   .009
   91  138  28.68  -4.05   .105   .068   .006
   91  139  30.99  -4.16   .106   .071   .009
   91  140  32.29  -4.07   .110   .070   .004
   91  141  35.05  -3.97   .113   .066   .000
   91  142  36.63  -3.85   .114   .060   .001
   91  143  39.68  -3.70   .119   .059  -.002
   91  144  41.48  -3.61   .123   .055  -.006
   91  145  44.76  -3.47   .128   .051  -.011
   91  146  46.81  -3.36   .130   .050  -.011
   91  147  50.28  -3.25   .133   .043  -.014
   91  148  52.59  -3.13   .137   .041  -.018
   91  149  56.30  -3.01   .139   .035  -.019
   91  150  58.88  -2.84   .141   .030  -.024
   91  151  62.82  -2.70   .143   .025  -.021
   91  152  65.73  -2.44   .141   .017  -.019
   91  153  69.90  -2.28   .142   .012  -.020
   91  154  72.99  -2.05   .143   .004  -.021
   91  155  77.45  -1.82   .138  0.000  -.013
   91  156  80.71  -1.64   .136  -.008  -.011
   91  157  85.31  -1.47   .133  -.012  -.007
   91  158  88.71  -1.35   .132  -.017  -.009
   91  159  93.47  -1.23   .135  -.021  -.009
   91  160  97.09  -1.10   .130  -.028  -.006
   91  161 102.06   -.96   .019  -.013   .004
   91  162 105.04  -1.67   .015  -.012   .004
   91  163 109.40  -2.33   .007  -.005   .001
   91  164 112.50  -3.12   .002  0.000  0.000
   91  165 117.50  -3.33   .007   .003  0.000
   91  166 121.33  -3.58   .010  0.000  -.001
   91  167 126.48  -3.83   .013  -.003  -.002
   91  168 130.48  -4.09   .013  -.006   .000
   91  169 135.89  -4.26   .009  -.005   .002
   91  170 140.17  -4.43   .002  0.000   .000
   91  171 145.83  -4.53   .007   .004  -.001
   91  172 150.34  -4.65   .011  0.000  -.001
   91  173 156.14  -4.77   .012  -.002  -.004
   91  174 160.80  -4.93   .014  -.005  -.001
   91  175 166.71  -5.11   .016  -.006   .000
   91  176 171.48  -5.34   .017  -.009   .001
   91  177 177.50  -5.57   .018  -.013   .004
   91  178 182.44  -5.79   .015  -.011   .004
   91  179 188.66  -5.99   .014  -.008   .004
   91  180 193.78  -6.20   .013  -.007   .004
   91  181 200.13  -6.43   .013  -.007  0.000
   91  182 205.37  -6.68   .010  0.000  -.002
   91  183 211.93  -6.85   .007  -.003  0.000
   91  184 217.43  -7.00   .002  0.000   .000
   91  185 225.32  -6.00   .006   .004   .000
   91  186 232.07  -5.07   .010  0.000  -.003
   91  187 240.00  -4.17   .011  -.001  -.004
   91  188 246.80  -3.34   .024   .015   .001
   91  189 254.54  -2.78   .031   .024   .006
   91  190 261.03  -2.41   .038   .034   .012
   91  191 268.49  -2.28   .103   .046   .008
   91  192 274.74  -2.29   .107   .046   .003
   91  193 282.21  -2.30   .106   .043   .003
   91  194 288.59  -2.33   .101   .048   .002
   91  195 296.17  -2.36   .101   .046   .000
   91  196 302.68  -2.40   .100   .044   .000
   91  197 310.40  -2.43   .098   .046  -.002
   91  198 317.03  -2.49   .098   .044  -.006
   91  199 324.85  -2.56   .097   .042  -.007
   91  200 331.65  -2.59   .097   .040  -.010
   92  103  72.09  -2.64   .172   .025  -.023
   92  104  67.32  -2.39   .178   .027  -.022
   92  105  64.59  -2.24   .173   .009  -.025
   92  106  60.24  -1.97   .177   .006  -.027
   92  107  58.07  -1.64   .185   .013  -.024
   92  108  54.06  -1.41   .180  0.000  -.021
   92  109  52.18  -1.17   .202   .024  -.010
   92  110  48.49  -1.01   .205   .025  -.006
   92  111  46.87   -.86   .210   .026  -.006
   92  112  43.44   -.81   .098   .002  -.021
   92  113  41.89   -.94   .094  -.003  -.020
   92  114  38.67  -1.04   .092  -.012  -.015
   92  115  37.42  -1.21   .087  -.016  -.012
   92  116  34.44  -1.42   .082  -.022  -.010
   92  117  33.50  -1.62   .072  -.018  -.013
   92  118  30.70  -1.99   .069  -.025  -.004
   92  119  29.92  -2.35   .061  -.024  -.003
   92  120  27.42  -2.75   .056  -.027   .001
   92  121  26.94  -3.13   .046  -.024   .003
   92  122  24.67  -3.63   .035  -.018   .003
   92  123  24.21  -4.29   .026  -.014   .003
   92  124  21.78  -5.27   .003  0.000   .000
   92  125  21.45  -6.10   .003  0.000   .000
   92  126  19.51  -6.90   .003  0.000   .000
   92  127  21.48  -5.72   .009   .008   .002
   92  128  21.60  -4.76   .018   .014   .002
   92  129  23.37  -4.07   .030   .029   .015
   92  130  23.36  -3.54   .038   .035   .013
   92  131  25.05  -3.20   .048   .043   .017
   92  132  25.04  -2.95   .055   .048   .019
   92  133  26.65  -2.97   .067   .060   .026
   92  134  26.57  -3.07   .079   .059   .016
   92  135  28.35  -3.18   .092   .064   .015
   92  136  28.54  -3.29   .107   .058   .008
   92  137  30.43  -3.54   .111   .069   .013
   92  138  30.77  -3.77   .110   .070   .013
   92  139  33.03  -3.91   .112   .064   .005
   92  140  33.72  -4.04   .113   .067   .002
   92  141  36.34  -4.08   .115   .066   .000
   92  142  37.47  -4.02   .118   .061  -.006
   92  143  40.47  -3.91   .121   .059  -.003
   92  144  41.85  -3.86   .126   .055  -.013
   92  145  45.09  -3.75   .128   .053  -.010
   92  146  46.75  -3.66   .129   .046  -.014
   92  147  50.19  -3.57   .133   .043  -.015
   92  148  52.14  -3.44   .137   .041  -.019
   92  149  55.81  -3.34   .139   .035  -.022
   92  150  58.02  -3.18   .142   .029  -.023
   92  151  61.95  -3.04   .144   .025  -.022
   92  152  64.46  -2.81   .145   .022  -.020
   92  153  68.67  -2.61   .144   .016  -.020
   92  154  71.42  -2.36   .142   .009  -.018
   92  155  75.81  -2.19   .142   .003  -.019
   92  156  78.74  -1.97   .141  -.007  -.020
   92  157  83.40  -1.74   .137  -.009  -.011
   92  158  86.48  -1.59   .139  -.017  -.013
   92  159  91.26  -1.44   .133  -.023  -.009
   92  160  94.59  -1.25   .131  -.028  -.006
   92  161  99.60  -1.06   .129  -.029  -.009
   92  162 102.61  -1.39   .003  0.000  -.001
   92  163 106.75  -2.26   .003  0.000  -.001
   92  164 109.41  -3.15   .002  0.000   .000
   92  165 114.45  -3.31   .003  0.000   .000
   92  166 118.02  -3.48   .003  0.000  -.001
   92  167 123.22  -3.67   .003  0.000  -.001
   92  168 126.91  -3.91   .003  0.000  -.001
   92  169 132.21  -4.18   .003  0.000  0.000
   92  170 136.06  -4.45   .002  0.000   .000
   92  171 141.76  -4.49   .003  0.000   .000
   92  172 146.02  -4.54   .003  0.000  -.001
   92  173 151.85  -4.63   .003  0.000  -.001
   92  174 156.20  -4.76   .003  0.000  -.001
   92  175 162.12  -4.93   .003  0.000  -.001
   92  176 166.58  -5.13   .003  0.000  -.001
   92  177 172.60  -5.37   .003  0.000  -.001
   92  178 177.14  -5.66   .003  0.000  -.001
   92  179 183.25  -5.97   .003  0.000   .000
   92  180 187.95  -6.28   .002  0.000   .000
   92  181 194.33  -6.47   .003  0.000   .000
   92  182 199.31  -6.66   .003  0.000  -.001
   92  183 205.84  -6.87   .003  0.000  0.000
   92  184 210.96  -7.08   .002  0.000   .000
   92  185 218.91  -6.03   .003  0.000  -.002
   92  186 225.42  -5.00   .003  0.000  -.001
   92  187 233.41  -4.05   .003  0.000  -.001
   92  188 239.92  -3.19   .025   .020   .006
   92  189 247.61  -2.70   .033   .031   .014
   92  190 253.84  -2.27   .041   .039   .019
   92  191 261.14  -2.30   .108   .047  0.000
   92  192 267.06  -2.34   .109   .047   .000
   92  193 274.53  -2.34   .108   .045  0.000
   92  194 280.62  -2.36   .112   .040   .000
   92  195 288.23  -2.36   .107   .043  0.000
   92  196 294.44  -2.39   .107   .041  -.003
   92  197 302.16  -2.43   .107   .043  -.003
   92  198 308.54  -2.44   .106   .043  -.004
   92  199 316.36  -2.50   .106   .041  -.006
   92  200 322.83  -2.57   .105   .040  -.010
   93  104  78.57  -2.81   .176   .023  -.023
   93  105  75.45  -2.60   .172   .008  -.029
   93  106  71.05  -2.35   .177   .005  -.027
   93  107  68.45  -2.02   .188   .017  -.024
   93  108  64.42  -1.78   .187   .014  -.016
   93  109  62.10  -1.54   .197   .020  -.018
   93  110  58.41  -1.34   .204   .026  -.015
   93  111  56.37  -1.18   .207   .021  -.006
   93  112  53.03  -1.02   .210   .020  -.004
   93  113  51.28   -.92   .219   .024  -.007
   93  114  48.09   -.96   .094  -.017  -.014
   93  115  46.47  -1.08   .089  -.021  -.011
   93  116  43.51  -1.24   .084  -.025  -.007
   93  117  42.13  -1.45   .079  -.029  -.002
   93  118  39.40  -1.73   .071  -.029  -.003
   93  119  38.25  -2.05   .064  -.027   .000
   93  120  35.79  -2.39   .057  -.031   .005
   93  121  34.97  -2.68   .046  -.024   .004
   93  122  32.71  -3.15   .035  -.016   .000
   93  123  31.87  -3.78   .026  -.013   .003
   93  124  29.49  -4.69   .003  0.000   .000
   93  125  28.70  -5.57   .008  0.000  -.001
   93  126  26.80  -6.30   .003  0.000   .000
   93  127  28.23  -5.26   .010   .010   .004
   93  128  28.25  -4.38   .021   .022   .014
   93  129  29.63  -3.68   .030   .030   .016
   93  130  29.58  -3.17   .039   .038   .019
   93  131  30.86  -2.85   .048   .045   .019
   93  132  30.86  -2.56   .057   .048   .015
   93  133  32.03  -2.63   .067   .059   .025
   93  134  31.93  -2.73   .079   .059   .016
   93  135  33.34  -2.82   .092   .063   .015
   93  136  33.48  -2.95   .120   .061   .006
   93  137  35.00  -3.20   .120   .063   .006
   93  138  35.30  -3.45   .119   .064   .005
   93  139  37.09  -3.67   .120   .068   .006
   93  140  37.70  -3.88   .120   .066   .000
   93  141  39.78  -4.06   .120   .063  -.003
   93  142  40.76  -4.14   .120   .062  -.003
   93  143  43.35  -4.06   .120   .060  -.003
   93  144  44.64  -4.09   .126   .055  -.012
   93  145  47.49  -3.99   .130   .050  -.017
   93  146  49.09  -3.94   .133   .050  -.017
   93  147  52.17  -3.85   .133   .043  -.015
   93  148  54.08  -3.74   .136   .038  -.021
   93  149  57.38  -3.65   .140   .036  -.024
   93  150  59.55  -3.51   .142   .029  -.023
   93  151  63.12  -3.36   .142   .025  -.024
   93  152  65.63  -3.12   .143   .020  -.021
   93  153  69.44  -2.96   .145   .017  -.023
   93  154  72.14  -2.74   .145   .011  -.022
   93  155  76.25  -2.50   .145  -.001  -.022
   93  156  79.17  -2.28   .143  -.002  -.020
   93  157  83.45  -2.07   .138  -.011  -.018
   93  158  86.57  -1.87   .139  -.019  -.016
   93  159  91.08  -1.63   .135  -.024  -.010
   93  160  94.37  -1.47   .134  -.028  -.010
   93  161  99.03  -1.28   .133  -.033  -.009
   93  162 102.56  -1.08   .129  -.037  -.005
   93  163 106.68  -1.64   .006  -.003   .000
   93  164 109.38  -2.46   .002  0.000   .000
   93  165 114.00  -2.71   .007   .005   .001
   93  166 117.47  -2.97   .013   .007  0.000
   93  167 122.34  -3.15   .014   .002  -.003
   93  168 126.07  -3.34   .011  -.001  -.002
   93  169 131.14  -3.50   .008  -.002   .000
   93  170 135.04  -3.70   .002  0.000  0.000
   93  171 140.27  -3.89   .013   .009   .005
   93  172 144.37  -4.08   .014   .011   .004
   93  173 149.82  -4.22   .016   .009   .001
   93  174 154.19  -4.33   .017   .013   .003
   93  175 159.78  -4.49   .016   .007   .000
   93  176 164.26  -4.67   .016   .007   .000
   93  177 169.98  -4.88   .013   .003  -.001
   93  178 174.57  -5.12   .011  -.001  -.002
   93  179 180.43  -5.35   .011  0.000  -.002
   93  180 185.17  -5.60   .011   .004   .000
   93  181 191.20  -5.83   .010   .002   .000
   93  182 196.15  -6.05   .010  0.000  -.002
   93  183 202.45  -6.17   .006  -.003   .000
   93  184 207.63  -6.31   .002  0.000   .000
   93  185 215.15  -5.36   .006   .005   .001
   93  186 221.39  -4.61   .013   .012   .004
   93  187 228.95  -3.78   .017   .013   .003
   93  188 235.28  -3.09   .026   .024   .010
   93  189 242.65  -2.60   .033   .032   .014
   93  190 248.82  -2.23   .114   .045   .001
   93  191 255.79  -2.28   .113   .045   .001
   93  192 261.68  -2.34   .112   .044  0.000
   93  193 268.80  -2.39   .114   .044  -.002
   93  194 274.87  -2.42   .113   .042  -.002
   93  195 282.18  -2.43   .113   .042  -.002
   93  196 288.38  -2.47   .118   .037  -.006
   93  197 295.82  -2.48   .118   .035  -.007
   93  198 302.18  -2.51   .119   .032  -.011
   93  199 309.72  -2.55   .113   .038  -.009
   93  200 316.21  -2.59   .112   .037  -.010
   94  106  80.27  -2.71   .179   .009  -.027
   94  107  77.59  -2.42   .183   .013  -.018
   94  108  73.15  -2.16   .191   .021  -.015
   94  109  70.81  -1.91   .194   .016  -.017
   94  110  66.68  -1.72   .202   .023  -.015
   94  111  64.68  -1.50   .204   .016  -.009
   94  112  60.90  -1.34   .212   .019  -.009
   94  113  59.18  -1.19   .215   .018  -.007
   94  114  55.72  -1.07   .228   .026  -.012
   94  115  54.22  -1.04   .238   .030  -.007
   94  116  50.93  -1.11   .087  -.029  -.006
   94  117  49.56  -1.29   .081  -.033  -.001
   94  118  46.46  -1.52   .073  -.032   .000
   94  119  45.34  -1.78   .067  -.034   .004
   94  120  42.57  -2.02   .057  -.031   .005
   94  121  41.73  -2.31   .046  -.025   .003
   94  122  39.06  -2.77   .035  -.016   .000
   94  123  38.24  -3.37   .027  -.011  0.000
   94  124  35.55  -4.17   .002  -.001   .000
   94  125  34.74  -5.06   .008  0.000  -.001
   94  126  32.44  -5.78   .003  0.000   .000
   94  127  33.85  -4.74   .010   .010   .004
   94  128  33.38  -3.95   .021   .020   .009
   94  129  34.64  -3.35   .030   .030   .016
   94  130  34.17  -2.85   .039   .038   .018
   94  131  35.42  -2.55   .048   .045   .019
   94  132  34.93  -2.37   .059   .051   .021
   94  133  36.13  -2.38   .065   .056   .020
   94  134  35.69  -2.43   .079   .059   .016
   94  135  37.09  -2.51   .126   .060   .003
   94  136  36.73  -2.76   .125   .060   .005
   94  137  38.24  -3.00   .125   .060   .003
   94  138  38.18  -3.23   .124   .059   .002
   94  139  39.97  -3.43   .127   .064  -.001
   94  140  40.16  -3.67   .126   .063  -.002
   94  141  42.21  -3.88   .127   .064  -.002
   94  142  42.73  -4.04   .126   .057  -.009
   94  143  45.11  -4.16   .126   .059  -.008
   94  144  46.00  -4.21   .129   .056  -.014
   94  145  48.72  -4.23   .130   .050  -.017
   94  146  49.97  -4.16   .134   .048  -.020
   94  147  52.98  -4.12   .137   .045  -.023
   94  148  54.50  -4.03   .137   .037  -.022
   94  149  57.77  -3.96   .139   .034  -.025
   94  150  59.55  -3.85   .142   .028  -.026
   94  151  63.12  -3.70   .143   .022  -.029
   94  152  65.16  -3.56   .144   .017  -.026
   94  153  69.06  -3.30   .146   .011  -.026
   94  154  71.45  -3.03   .145   .007  -.021
   94  155  75.47  -2.87   .145   .004  -.022
   94  156  78.11  -2.57   .144   .002  -.016
   94  157  82.37  -2.38   .140  -.010  -.018
   94  158  85.14  -2.17   .138  -.017  -.016
   94  159  89.64  -1.93   .138  -.023  -.017
   94  160  92.65  -1.70   .134  -.028  -.010
   94  161  97.32  -1.50   .133  -.033  -.009
   94  162 100.53  -1.27   .130  -.038  -.005
   94  163 105.40  -1.07   .007  -.005   .001
   94  164 107.80  -1.85   .002  0.000   .000
   94  165 112.41  -2.10   .007   .005   .001
   94  166 115.53  -2.37   .013   .007  0.000
   94  167 120.28  -2.66   .020   .012   .000
   94  168 123.61  -2.91   .026   .015   .003
   94  169 128.66  -3.09   .027   .014   .001
   94  170 132.26  -3.26   .027   .013   .001
   94  171 137.48  -3.45   .027   .013   .001
   94  172 141.25  -3.64   .027   .014   .001
   94  173 146.62  -3.85   .026   .013   .001
   94  174 150.56  -4.05   .025   .011  -.001
   94  175 156.18  -4.20   .024   .009  -.001
   94  176 160.36  -4.34   .023   .006  -.003
   94  177 166.13  -4.50   .024   .006  -.004
   94  178 170.46  -4.67   .022   .003  -.004
   94  179 176.36  -4.86   .020  0.000  -.004
   94  180 180.84  -5.05   .016  -.001   .000
   94  181 186.89  -5.26   .014  0.000  -.002
   94  182 191.58  -5.42   .011  -.004  -.002
   94  183 197.88  -5.53   .007  -.003   .000
   94  184 202.79  -5.63   .002  0.000   .000
   94  185 210.30  -4.69   .006   .005   .001
   94  186 216.22  -3.94   .013   .012   .005
